,title,overview,original_language,release_date,popularity,vote_count,vote_average
3072,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",en,4/22/2015,192.285,20246,7.3
3073,Naruto Shippuden the Movie: Blood Prison,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",ja,7/30/2011,191.426,388,7.2
3074,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,en,7/16/2015,190.373,6574,5.7
3075,Redeeming Love,A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.,en,1/21/2022,162.589,112,7.9
3076,Dark Spell,Terror strikes when a heartbroken woman uses black magic to get her husband back.,ru,2/11/2021,168.282,113,6.7
3077,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",en,2/5/2009,199.624,5971,7.8
3078,The Bob's Burgers Movie,"When a ruptured water main creates an enormous sinkhole right in front of Bob's Burgers, it blocks the entrance indefinitely and ruins the Belchers’ plans for a successful summer. While Bob and Linda struggle to keep the business afloat, the kids try to solve a mystery that could save their family's restaurant. As the dangers mount, these underdogs help each other find hope and fight to get back behind the counter, where they belong.",en,5/26/2022,148.338,132,7
3079,Irreversible,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist.,fr,5/22/2002,196.356,2217,7.2
3080,Tyson's Run,"When fifteen-year-old Tyson attends public school for the first time, his life is changed forever. While helping his father clean up after the football team, Tyson befriends champion marathon runner Aklilu. Never letting his autism hold him back, Tyson becomes determined to run his first marathon in hopes of winning his father's approval.  With the help of an unlikely friend and his parents, Tyson learns that with faith in yourself and the courage to take the first step, anything is possible.",en,3/4/2022,145.943,39,8.4
3081,Fistful of Vengeance,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,en,2/17/2022,170.963,203,5.5
3082,The Predator,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",en,9/5/2018,195.958,3885,5.6
3083,The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",en,6/23/1994,195.896,15633,8.3
3084,Unhuman,"After their school bus crashes, a group of high school students is thrown into a terrifying fight for survival as they try to take down a group of unhuman savages… before they kill each other first.",en,6/3/2022,163.952,32,5.4
3085,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",en,5/14/2011,194.832,12221,6.5
3086,Mrs. Harris Goes to Paris,A 1950s London cleaning lady falls in love with an haute couture dress by Christian Dior and decides to gamble everything for the sake of this folly.,en,7/15/2022,153.632,40,7.6
3087,Sing a Bit of Harmony,"Satomi is fine being alone until an AI named Shion joins her class with a song and a promise to make her happy. While Shion’s musical numbers and princess gowns don’t quite pass as human, her antics bring Satomi closer to four other classmates. Together, they make memories worth saving, but even our most precious data can be erased.",ja,10/29/2021,188.762,9,8
3088,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",en,4/22/2015,192.285,20246,7.3
3089,Naruto Shippuden the Movie: Blood Prison,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",ja,7/30/2011,191.426,388,7.2
3090,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,en,7/16/2015,190.373,6574,5.7
3091,Redeeming Love,A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.,en,1/21/2022,162.589,112,7.9
3092,Ron's Gone Wrong,"In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",en,10/15/2021,164.407,1372,8.1
3093,Dark Spell,Terror strikes when a heartbroken woman uses black magic to get her husband back.,ru,2/11/2021,168.282,113,6.7
3094,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",en,2/5/2009,199.624,5971,7.8
